timestamp,instance_type,availability_zone,spot_price,on_demand_price
2024-01-01 04:30:00,t3.medium,us-east-1b,0.0526,0.1
2024-01-01 05:00:00,m5.large,us-east-1a,0.0858,0.15000000000000002
2024-01-01 05:00:00,m5.large,us-east-1b,0.0958,0.15000000000000002
2024-01-01 05:00:00,c5.large,us-east-1a,0.0784,0.13
2024-01-01 05:00:00,c5.large,us-east-1b,0.084,0.13
2024-01-01 05:00:00,t3.medium,us-east-1a,0.1026,0.1
2024-01-01 05:00:00,t3.medium,us-east-1b,0.0493,0.1
2024-01-01 05:30:00,m5.large,us-east-1a,0.0808,0.15000000000000002
2024-01-01 05:30:00,m5.large,us-east-1b,0.0997,0.15000000000000002
2024-01-01 05:30:00,c5.large,us-east-1a,0.0806,0.13
2024-01-01 05:30:00,c5.large,us-east-1b,0.1046,0.13
2024-01-01 05:30:00,t3.medium,us-east-1a,0.0481,0.1
2024-01-01 05:30:00,t3.medium,us-east-1b,0.053,0.1
2024-01-01 06:00:00,m5.large,us-east-1a,0.1114,0.15000000000000002
2024-01-01 06:00:00,m5.large,us-east-1b,0.1075,0.15000000000000002
2024-01-01 06:00:00,c5.large,us-east-1a,0.094,0.13
2024-01-01 06:00:00,c5.large,us-east-1b,0.066,0.13
2024-01-01 06:00:00,t3.medium,us-east-1a,0.0401,0.1
2024-01-01 06:00:00,t3.medium,us-east-1b,0.0443,0.1
2024-01-01 06:30:00,m5.large,us-east-1a,0.0845,0.15000000000000002
2024-01-01 06:30:00,m5.large,us-east-1b,0.1007,0.15000000000000002
2024-01-01 06:30:00,c5.large,us-east-1a,0.1208,0.13
2024-01-01 06:30:00,c5.large,us-east-1b,0.0955,0.13
2024-01-01 06:30:00,t3.medium,us-east-1a,0.0922,0.1
2024-01-01 06:30:00,t3.medium,us-east-1b,0.0468,0.1
2024-01-01 07:00:00,m5.large,us-east-1a,0.1081,0.15000000000000002
2024-01-01 07:00:00,m5.large,us-east-1b,0.0877,0.15000000000000002
2024-01-01 07:00:00,c5.large,us-east-1a,0.0639,0.13
2024-01-01 07:00:00,c5.large,us-east-1b,0.0818,0.13
2024-01-01 07:00:00,t3.medium,us-east-1a,0.0526,0.1
2024-01-01 07:00:00,t3.medium,us-east-1b,0.0578,0.1
2024-01-01 07:30:00,m5.large,us-east-1a,0.1052,0.15000000000000002
2024-01-01 07:30:00,m5.large,us-east-1b,0.103,0.15000000000000002
2024-01-01 07:30:00,c5.large,us-east-1a,0.0732,0.13
2024-01-01 07:30:00,c5.large,us-east-1b,0.0823,0.13
2024-01-01 07:30:00,t3.medium,us-east-1a,0.0529,0.1
2024-01-01 07:30:00,t3.medium,us-east-1b,0.0429,0.1
2024-01-01 08:00:00,m5.large,us-east-1a,0.1187,0.15000000000000002
2024-01-01 08:00:00,m5.large,us-east-1b,0.1047,0.15000000000000002
2024-01-01 08:00:00,c5.large,us-east-1a,0.0703,0.13
2024-01-01 08:00:00,c5.large,us-east-1b,0.0879,0.13
2024-01-01 08:00:00,t3.medium,us-east-1a,0.0596,0.1
2024-01-01 08:00:00,t3.medium,us-east-1b,0.0541,0.1
2024-01-01 08:30:00,m5.large,us-east-1a,0.0975,0.15000000000000002
2024-01-01 08:30:00,m5.large,us-east-1b,0.0925,0.15000000000000002
2024-01-01 08:30:00,c5.large,us-east-1a,0.0792,0.13
2024-01-01 08:30:00,c5.large,us-east-1b,0.0834,0.13
2024-01-01 08:30:00,t3.medium,us-east-1a,0.0501,0.1
2024-01-01 08:30:00,t3.medium,us-east-1b,0.0645,0.1
2024-01-01 09:00:00,m5.large,us-east-1a,0.1063,0.15000000000000002
2024-01-01 09:00:00,m5.large,us-east-1b,0.0914,0.15000000000000002
2024-01-01 09:00:00,c5.large,us-east-1a,0.1193,0.13
2024-01-01 09:00:00,c5.large,us-east-1b,0.1348,0.13
2024-01-01 09:00:00,t3.medium,us-east-1a,0.0478,0.1
2024-01-01 09:00:00,t3.medium,us-east-1b,0.1071,0.1
2024-01-01 09:30:00,m5.large,us-east-1a,0.1547,0.15000000000000002
2024-01-01 09:30:00,m5.large,us-east-1b,0.0993,0.15000000000000002
2024-01-01 09:30:00,c5.large,us-east-1a,0.0715,0.13
2024-01-01 09:30:00,c5.large,us-east-1b,0.0649,0.13
2024-01-01 09:30:00,t3.medium,us-east-1a,0.1021,0.1
2024-01-01 09:30:00,t3.medium,us-east-1b,0.0375,0.1
2024-01-01 10:00:00,m5.large,us-east-1a,0.0912,0.15000000000000002
2024-01-01 10:00:00,m5.large,us-east-1b,0.1515,0.15000000000000002
2024-01-01 10:00:00,c5.large,us-east-1a,0.0806,0.13
2024-01-01 10:00:00,c5.large,us-east-1b,0.0686,0.13
2024-01-01 10:00:00,t3.medium,us-east-1a,0.0608,0.1
2024-01-01 10:00:00,t3.medium,us-east-1b,0.0605,0.1
2024-01-01 10:30:00,m5.large,us-east-1a,0.1052,0.15000000000000002
2024-01-01 10:30:00,m5.large,us-east-1b,0.1551,0.15000000000000002
2024-01-01 10:30:00,c5.large,us-east-1a,0.0852,0.13
2024-01-01 10:30:00,c5.large,us-east-1b,0.1185,0.13
2024-01-01 10:30:00,t3.medium,us-east-1a,0.0595,0.1
2024-01-01 10:30:00,t3.medium,us-east-1b,0.0565,0.1
2024-01-01 11:00:00,m5.large,us-east-1a,0.0923,0.15000000000000002
2024-01-01 11:00:00,m5.large,us-east-1b,0.0976,0.15000000000000002
2024-01-01 11:00:00,c5.large,us-east-1a,0.1031,0.13
2024-01-01 11:00:00,c5.large,us-east-1b,0.0613,0.13
2024-01-01 11:00:00,t3.medium,us-east-1a,0.0453,0.1
2024-01-01 11:00:00,t3.medium,us-east-1b,0.0609,0.1
2024-01-01 11:30:00,m5.large,us-east-1a,0.0928,0.15000000000000002
2024-01-01 11:30:00,m5.large,us-east-1b,0.1068,0.15000000000000002
2024-01-01 11:30:00,c5.large,us-east-1a,0.0805,0.13
2024-01-01 11:30:00,c5.large,us-east-1b,0.0735,0.13
2024-01-01 11:30:00,t3.medium,us-east-1a,0.0297,0.1
2024-01-01 11:30:00,t3.medium,us-east-1b,0.0519,0.1
2024-01-01 12:00:00,m5.large,us-east-1a,0.0921,0.15000000000000002
2024-01-01 12:00:00,m5.large,us-east-1b,0.1489,0.15000000000000002
2024-01-01 12:00:00,c5.large,us-east-1a,0.085,0.13
2024-01-01 12:00:00,c5.large,us-east-1b,0.0887,0.13
2024-01-01 12:00:00,t3.medium,us-east-1a,0.0453,0.1
2024-01-01 12:00:00,t3.medium,us-east-1b,0.0435,0.1
2024-01-01 12:30:00,m5.large,us-east-1a,0.1374,0.15000000000000002
2024-01-01 12:30:00,m5.large,us-east-1b,0.1092,0.15000000000000002
2024-01-01 12:30:00,c5.large,us-east-1a,0.1012,0.13
2024-01-01 12:30:00,c5.large,us-east-1b,0.0903,0.13
2024-01-01 12:30:00,t3.medium,us-east-1a,0.0627,0.1
2024-01-01 12:30:00,t3.medium,us-east-1b,0.0429,0.1
2024-01-01 13:00:00,m5.large,us-east-1a,0.1044,0.15000000000000002
2024-01-01 13:00:00,m5.large,us-east-1b,0.1077,0.15000000000000002
2024-01-01 13:00:00,c5.large,us-east-1a,0.0476,0.13
2024-01-01 13:00:00,c5.large,us-east-1b,0.0698,0.13
2024-01-01 13:00:00,t3.medium,us-east-1a,0.0663,0.1
2024-01-01 13:00:00,t3.medium,us-east-1b,0.0357,0.1
2024-01-01 13:30:00,m5.large,us-east-1a,0.1144,0.15000000000000002
2024-01-01 13:30:00,m5.large,us-east-1b,0.0856,0.15000000000000002
2024-01-01 13:30:00,c5.large,us-east-1a,0.0702,0.13
2024-01-01 13:30:00,c5.large,us-east-1b,0.0846,0.13
2024-01-01 13:30:00,t3.medium,us-east-1a,0.1007,0.1
2024-01-01 13:30:00,t3.medium,us-east-1b,0.0461,0.1
2024-01-01 14:00:00,m5.large,us-east-1a,0.1159,0.15000000000000002
2024-01-01 14:00:00,m5.large,us-east-1b,0.0876,0.15000000000000002
2024-01-01 14:00:00,c5.large,us-east-1a,0.1285,0.13
2024-01-01 14:00:00,c5.large,us-east-1b,0.1359,0.13
2024-01-01 14:00:00,t3.medium,us-east-1a,0.0528,0.1
2024-01-01 14:00:00,t3.medium,us-east-1b,0.0438,0.1
2024-01-01 14:30:00,m5.large,us-east-1a,0.0941,0.15000000000000002
2024-01-01 14:30:00,m5.large,us-east-1b,0.1085,0.15000000000000002
2024-01-01 14:30:00,c5.large,us-east-1a,0.089,0.13
2024-01-01 14:30:00,c5.large,us-east-1b,0.0831,0.13
2024-01-01 14:30:00,t3.medium,us-east-1a,0.0417,0.1
2024-01-01 14:30:00,t3.medium,us-east-1b,0.0444,0.1
2024-01-01 15:00:00,m5.large,us-east-1a,0.0998,0.15000000000000002
2024-01-01 15:00:00,m5.large,us-east-1b,0.1012,0.15000000000000002
2024-01-01 15:00:00,c5.large,us-east-1a,0.0855,0.13
2024-01-01 15:00:00,c5.large,us-east-1b,0.078,0.13
2024-01-01 15:00:00,t3.medium,us-east-1a,0.0583,0.1
2024-01-01 15:00:00,t3.medium,us-east-1b,0.1081,0.1
2024-01-01 15:30:00,m5.large,us-east-1a,0.1131,0.15000000000000002
2024-01-01 15:30:00,m5.large,us-east-1b,0.1002,0.15000000000000002
2024-01-01 15:30:00,c5.large,us-east-1a,0.1332,0.13
2024-01-01 15:30:00,c5.large,us-east-1b,0.0787,0.13
2024-01-01 15:30:00,t3.medium,us-east-1a,0.0418,0.1
2024-01-01 15:30:00,t3.medium,us-east-1b,0.0709,0.1
2024-01-01 16:00:00,m5.large,us-east-1a,0.1116,0.15000000000000002
2024-01-01 16:00:00,m5.large,us-east-1b,0.1079,0.15000000000000002
2024-01-01 16:00:00,c5.large,us-east-1a,0.0799,0.13
2024-01-01 16:00:00,c5.large,us-east-1b,0.071,0.13
2024-01-01 16:00:00,t3.medium,us-east-1a,0.0598,0.1
2024-01-01 16:00:00,t3.medium,us-east-1b,0.0485,0.1
2024-01-01 16:30:00,m5.large,us-east-1a,0.1041,0.15000000000000002
2024-01-01 16:30:00,m5.large,us-east-1b,0.0944,0.15000000000000002
2024-01-01 16:30:00,c5.large,us-east-1a,0.0824,0.13
2024-01-01 16:30:00,c5.large,us-east-1b,0.0749,0.13
2024-01-01 16:30:00,t3.medium,us-east-1a,0.0453,0.1
2024-01-01 16:30:00,t3.medium,us-east-1b,0.1023,0.1
2024-01-01 17:00:00,m5.large,us-east-1a,0.0855,0.15000000000000002
2024-01-01 17:00:00,m5.large,us-east-1b,0.1359,0.15000000000000002
2024-01-01 17:00:00,c5.large,us-east-1a,0.0728,0.13
2024-01-01 17:00:00,c5.large,us-east-1b,0.0779,0.13
2024-01-01 17:00:00,t3.medium,us-east-1a,0.0586,0.1
2024-01-01 17:00:00,t3.medium,us-east-1b,0.0484,0.1
2024-01-01 17:30:00,m5.large,us-east-1a,0.0998,0.15000000000000002
2024-01-01 17:30:00,m5.large,us-east-1b,0.0971,0.15000000000000002
2024-01-01 17:30:00,c5.large,us-east-1a,0.0832,0.13
2024-01-01 17:30:00,c5.large,us-east-1b,0.0717,0.13
2024-01-01 17:30:00,t3.medium,us-east-1a,0.0489,0.1
2024-01-01 17:30:00,t3.medium,us-east-1b,0.054,0.1
2024-01-01 18:00:00,m5.large,us-east-1a,0.1022,0.15000000000000002
2024-01-01 18:00:00,m5.large,us-east-1b,0.1001,0.15000000000000002
2024-01-01 18:00:00,c5.large,us-east-1a,0.0802,0.13
2024-01-01 18:00:00,c5.large,us-east-1b,0.085,0.13
2024-01-01 18:00:00,t3.medium,us-east-1a,0.0715,0.1
2024-01-01 18:00:00,t3.medium,us-east-1b,0.0923,0.1
2024-01-01 18:30:00,m5.large,us-east-1a,0.1219,0.15000000000000002
2024-01-01 18:30:00,m5.large,us-east-1b,0.0919,0.15000000000000002
2024-01-01 18:30:00,c5.large,us-east-1a,0.0588,0.13
2024-01-01 18:30:00,c5.large,us-east-1b,0.0747,0.13
2024-01-01 18:30:00,t3.medium,us-east-1a,0.0534,0.1
2024-01-01 18:30:00,t3.medium,us-east-1b,0.0688,0.1
2024-01-01 19:00:00,m5.large,us-east-1a,0.141,0.15000000000000002
2024-01-01 19:00:00,m5.large,us-east-1b,0.1049,0.15000000000000002
2024-01-01 19:00:00,c5.large,us-east-1a,0.1168,0.13
2024-01-01 19:00:00,c5.large,us-east-1b,0.0983,0.13
2024-01-01 19:00:00,t3.medium,us-east-1a,0.1118,0.1
2024-01-01 19:00:00,t3.medium,us-east-1b,0.0453,0.1
2024-01-01 19:30:00,m5.large,us-east-1a,0.1329,0.15000000000000002
2024-01-01 19:30:00,m5.large,us-east-1b,0.1135,0.15000000000000002
2024-01-01 19:30:00,c5.large,us-east-1a,0.0789,0.13
2024-01-01 19:30:00,c5.large,us-east-1b,0.0924,0.13
2024-01-01 19:30:00,t3.medium,us-east-1a,0.0501,0.1
2024-01-01 19:30:00,t3.medium,us-east-1b,0.1005,0.1
2024-01-01 20:00:00,m5.large,us-east-1a,0.0955,0.15000000000000002
2024-01-01 20:00:00,m5.large,us-east-1b,0.1062,0.15000000000000002
2024-01-01 20:00:00,c5.large,us-east-1a,0.0812,0.13
2024-01-01 20:00:00,c5.large,us-east-1b,0.0851,0.13
2024-01-01 20:00:00,t3.medium,us-east-1a,0.0347,0.1
2024-01-01 20:00:00,t3.medium,us-east-1b,0.0628,0.1
2024-01-01 20:30:00,m5.large,us-east-1a,0.1155,0.15000000000000002
2024-01-01 20:30:00,m5.large,us-east-1b,0.1012,0.15000000000000002
2024-01-01 20:30:00,c5.large,us-east-1a,0.1006,0.13
2024-01-01 20:30:00,c5.large,us-east-1b,0.0976,0.13
2024-01-01 20:30:00,t3.medium,us-east-1a,0.0565,0.1
2024-01-01 20:30:00,t3.medium,us-east-1b,0.0637,0.1
2024-01-01 21:00:00,m5.large,us-east-1a,0.1106,0.15000000000000002
2024-01-01 21:00:00,m5.large,us-east-1b,0.0824,0.15000000000000002
2024-01-01 21:00:00,c5.large,us-east-1a,0.0773,0.13
2024-01-01 21:00:00,c5.large,us-east-1b,0.0872,0.13
2024-01-01 21:00:00,t3.medium,us-east-1a,0.0663,0.1
2024-01-01 21:00:00,t3.medium,us-east-1b,0.0862,0.1
2024-01-01 21:30:00,m5.large,us-east-1a,0.083,0.15000000000000002
2024-01-01 21:30:00,m5.large,us-east-1b,0.1494,0.15000000000000002
2024-01-01 21:30:00,c5.large,us-east-1a,0.0593,0.13
2024-01-01 21:30:00,c5.large,us-east-1b,0.0791,0.13
2024-01-01 21:30:00,t3.medium,us-east-1a,0.0537,0.1
2024-01-01 21:30:00,t3.medium,us-east-1b,0.0406,0.1
2024-01-01 22:00:00,m5.large,us-east-1a,0.0994,0.15000000000000002
2024-01-01 22:00:00,m5.large,us-east-1b,0.1096,0.15000000000000002
2024-01-01 22:00:00,c5.large,us-east-1a,0.0747,0.13
2024-01-01 22:00:00,c5.large,us-east-1b,0.0721,0.13
2024-01-01 22:00:00,t3.medium,us-east-1a,0.0489,0.1
2024-01-01 22:00:00,t3.medium,us-east-1b,0.0396,0.1
2024-01-01 22:30:00,m5.large,us-east-1a,0.1196,0.15000000000000002
2024-01-01 22:30:00,m5.large,us-east-1b,0.1004,0.15000000000000002
2024-01-01 22:30:00,c5.large,us-east-1a,0.073,0.13
2024-01-01 22:30:00,c5.large,us-east-1b,0.1321,0.13
2024-01-01 22:30:00,t3.medium,us-east-1a,0.0489,0.1
2024-01-01 22:30:00,t3.medium,us-east-1b,0.0478,0.1
2024-01-01 23:00:00,m5.large,us-east-1a,0.0947,0.15000000000000002
2024-01-01 23:00:00,m5.large,us-east-1b,0.0942,0.15000000000000002
2024-01-01 23:00:00,c5.large,us-east-1a,0.0648,0.13
2024-01-01 23:00:00,c5.large,us-east-1b,0.0937,0.13
2024-01-01 23:00:00,t3.medium,us-east-1a,0.0558,0.1
2024-01-01 23:00:00,t3.medium,us-east-1b,0.0531,0.1
2024-01-01 23:30:00,m5.large,us-east-1a,0.0987,0.15000000000000002
2024-01-01 23:30:00,m5.large,us-east-1b,0.0904,0.15000000000000002
2024-01-01 23:30:00,c5.large,us-east-1a,0.0724,0.13
2024-01-01 23:30:00,c5.large,us-east-1b,0.0658,0.13
2024-01-01 23:30:00,t3.medium,us-east-1a,0.0435,0.1
2024-01-01 23:30:00,t3.medium,us-east-1b,0.0392,0.1
2024-01-02 00:00:00,m5.large,us-east-1a,0.1169,0.15000000000000002
2024-01-02 00:00:00,m5.large,us-east-1b,0.1088,0.15000000000000002
2024-01-02 00:00:00,c5.large,us-east-1a,0.0808,0.13
2024-01-02 00:00:00,c5.large,us-east-1b,0.0714,0.13
2024-01-02 00:00:00,t3.medium,us-east-1a,0.0396,0.1
2024-01-02 00:00:00,t3.medium,us-east-1b,0.0481,0.1
2024-01-02 00:30:00,m5.large,us-east-1a,0.1093,0.15000000000000002
2024-01-02 00:30:00,m5.large,us-east-1b,0.1691,0.15000000000000002
2024-01-02 00:30:00,c5.large,us-east-1a,0.066,0.13
2024-01-02 00:30:00,c5.large,us-east-1b,0.0856,0.13
2024-01-02 00:30:00,t3.medium,us-east-1a,0.0435,0.1
2024-01-02 00:30:00,t3.medium,us-east-1b,0.0451,0.1
2024-01-02 01:00:00,m5.large,us-east-1a,0.1005,0.15000000000000002
2024-01-02 01:00:00,m5.large,us-east-1b,0.1417,0.15000000000000002
2024-01-02 01:00:00,c5.large,us-east-1a,0.1276,0.13
2024-01-02 01:00:00,c5.large,us-east-1b,0.0709,0.13
2024-01-02 01:00:00,t3.medium,us-east-1a,0.0442,0.1
2024-01-02 01:00:00,t3.medium,us-east-1b,0.0576,0.1
2024-01-02 01:30:00,m5.large,us-east-1a,0.101,0.15000000000000002
2024-01-02 01:30:00,m5.large,us-east-1b,0.1075,0.15000000000000002
2024-01-02 01:30:00,c5.large,us-east-1a,0.0734,0.13
2024-01-02 01:30:00,c5.large,us-east-1b,0.0857,0.13
2024-01-02 01:30:00,t3.medium,us-east-1a,0.0337,0.1
2024-01-02 01:30:00,t3.medium,us-east-1b,0.0505,0.1
2024-01-02 02:00:00,m5.large,us-east-1a,0.1064,0.15000000000000002
2024-01-02 02:00:00,m5.large,us-east-1b,0.0834,0.15000000000000002
2024-01-02 02:00:00,c5.large,us-east-1a,0.0735,0.13
2024-01-02 02:00:00,c5.large,us-east-1b,0.0805,0.13
2024-01-02 02:00:00,t3.medium,us-east-1a,0.0601,0.1
2024-01-02 02:00:00,t3.medium,us-east-1b,0.0442,0.1
2024-01-02 02:30:00,m5.large,us-east-1a,0.1053,0.15000000000000002
2024-01-02 02:30:00,m5.large,us-east-1b,0.1144,0.15000000000000002
2024-01-02 02:30:00,c5.large,us-east-1a,0.0858,0.13
2024-01-02 02:30:00,c5.large,us-east-1b,0.128,0.13
2024-01-02 02:30:00,t3.medium,us-east-1a,0.1037,0.1
2024-01-02 02:30:00,t3.medium,us-east-1b,0.044,0.1
2024-01-02 03:00:00,m5.large,us-east-1a,0.1009,0.15000000000000002
2024-01-02 03:00:00,m5.large,us-east-1b,0.0984,0.15000000000000002
2024-01-02 03:00:00,c5.large,us-east-1a,0.0834,0.13
2024-01-02 03:00:00,c5.large,us-east-1b,0.0759,0.13
2024-01-02 03:00:00,t3.medium,us-east-1a,0.0539,0.1
2024-01-02 03:00:00,t3.medium,us-east-1b,0.0458,0.1
2024-01-02 03:30:00,m5.large,us-east-1a,0.1087,0.15000000000000002
2024-01-02 03:30:00,m5.large,us-east-1b,0.0967,0.15000000000000002
2024-01-02 03:30:00,c5.large,us-east-1a,0.0596,0.13
2024-01-02 03:30:00,c5.large,us-east-1b,0.0699,0.13
2024-01-02 03:30:00,t3.medium,us-east-1a,0.0502,0.1
2024-01-02 03:30:00,t3.medium,us-east-1b,0.0668,0.1
2024-01-02 04:00:00,m5.large,us-east-1a,0.1583,0.15000000000000002
2024-01-02 04:00:00,m5.large,us-east-1b,0.0779,0.15000000000000002
2024-01-02 04:00:00,c5.large,us-east-1a,0.0652,0.13
2024-01-02 04:00:00,c5.large,us-east-1b,0.0914,0.13
2024-01-02 04:00:00,t3.medium,us-east-1a,0.0563,0.1
2024-01-02 04:00:00,t3.medium,us-east-1b,0.0727,0.1
2024-01-02 04:30:00,m5.large,us-east-1a,0.0954,0.15000000000000002
2024-01-02 04:30:00,m5.large,us-east-1b,0.0915,0.15000000000000002
2024-01-02 04:30:00,c5.large,us-east-1a,0.0807,0.13
2024-01-02 04:30:00,c5.large,us-east-1b,0.0752,0.13
2024-01-02 04:30:00,t3.medium,us-east-1a,0.0604,0.1
2024-01-02 04:30:00,t3.medium,us-east-1b,0.0449,0.1
2024-01-02 05:00:00,m5.large,us-east-1a,0.0973,0.15000000000000002
2024-01-02 05:00:00,m5.large,us-east-1b,0.0902,0.15000000000000002
2024-01-02 05:00:00,c5.large,us-east-1a,0.0876,0.13
2024-01-02 05:00:00,c5.large,us-east-1b,0.0708,0.13
2024-01-02 05:00:00,t3.medium,us-east-1a,0.0541,0.1
2024-01-02 05:00:00,t3.medium,us-east-1b,0.0688,0.1
2024-01-02 05:30:00,m5.large,us-east-1a,0.0822,0.15000000000000002
2024-01-02 05:30:00,m5.large,us-east-1b,0.165,0.15000000000000002
2024-01-02 05:30:00,c5.large,us-east-1a,0.0828,0.13
2024-01-02 05:30:00,c5.large,us-east-1b,0.0687,0.13
2024-01-02 05:30:00,t3.medium,us-east-1a,0.0511,0.1
2024-01-02 05:30:00,t3.medium,us-east-1b,0.1073,0.1
2024-01-02 06:00:00,m5.large,us-east-1a,0.0921,0.15000000000000002
2024-01-02 06:00:00,m5.large,us-east-1b,0.1047,0.15000000000000002
2024-01-02 06:00:00,c5.large,us-east-1a,0.1459,0.13
2024-01-02 06:00:00,c5.large,us-east-1b,0.1249,0.13
2024-01-02 06:00:00,t3.medium,us-east-1a,0.0901,0.1
2024-01-02 06:00:00,t3.medium,us-east-1b,0.0487,0.1
2024-01-02 06:30:00,m5.large,us-east-1a,0.1006,0.15000000000000002
2024-01-02 06:30:00,m5.large,us-east-1b,0.1109,0.15000000000000002
2024-01-02 06:30:00,c5.large,us-east-1a,0.0784,0.13
2024-01-02 06:30:00,c5.large,us-east-1b,0.0757,0.13
2024-01-02 06:30:00,t3.medium,us-east-1a,0.0399,0.1
2024-01-02 06:30:00,t3.medium,us-east-1b,0.0835,0.1
2024-01-02 07:00:00,m5.large,us-east-1a,0.0871,0.15000000000000002
2024-01-02 07:00:00,m5.large,us-east-1b,0.087,0.15000000000000002
2024-01-02 07:00:00,c5.large,us-east-1a,0.0774,0.13
2024-01-02 07:00:00,c5.large,us-east-1b,0.065,0.13
2024-01-02 07:00:00,t3.medium,us-east-1a,0.073,0.1
2024-01-02 07:00:00,t3.medium,us-east-1b,0.0495,0.1
2024-01-02 07:30:00,m5.large,us-east-1a,0.1185,0.15000000000000002
2024-01-02 07:30:00,m5.large,us-east-1b,0.1113,0.15000000000000002
2024-01-02 07:30:00,c5.large,us-east-1a,0.0773,0.13
2024-01-02 07:30:00,c5.large,us-east-1b,0.1189,0.13
2024-01-02 07:30:00,t3.medium,us-east-1a,0.0757,0.1
2024-01-02 07:30:00,t3.medium,us-east-1b,0.0506,0.1
2024-01-02 08:00:00,m5.large,us-east-1a,0.102,0.15000000000000002
2024-01-02 08:00:00,m5.large,us-east-1b,0.0986,0.15000000000000002
2024-01-02 08:00:00,c5.large,us-east-1a,0.0797,0.13
2024-01-02 08:00:00,c5.large,us-east-1b,0.0746,0.13
